9.55E+01,9.44E+01,9.34E+01,9.79E+01,9.62E+01,95.5
9.79E+01,9.90E+01,9.97E+01,9.97E+01,9.90E+01,99
9.93E+01,9.97E+01,9.97E+01,9.93E+01,1.00E+02,99.6
8.68E+01,8.89E+01,8.51E+01,8.78E+01,8.78E+01,87.3
9.90E+01,9.86E+01,9.90E+01,9.83E+01,9.83E+01,98.6
9.31E+01,9.48E+01,9.69E+01,9.34E+01,9.79E+01,95.2
9.72E+01,9.76E+01,9.76E+01,9.76E+01,9.76E+01,97.5
9.97E+01,9.72E+01,9.90E+01,9.93E+01,9.83E+01,98.7
9.34E+01,9.55E+01,9.27E+01,9.44E+01,9.20E+01,93.6
9.62E+01,9.62E+01,9.72E+01,9.58E+01,9.69E+01,96.5
8.44E+01,8.23E+01,8.72E+01,8.58E+01,8.72E+01,85.3
9.20E+01,9.06E+01,9.34E+01,9.48E+01,9.17E+01,92.5
9.90E+01,9.72E+01,9.79E+01,9.76E+01,9.90E+01,98.1
9.90E+01,9.83E+01,9.97E+01,9.79E+01,9.76E+01,98.5
9.90E+01,9.86E+01,9.79E+01,9.79E+01,9.97E+01,98.6
1.00E+02,9.97E+01,9.93E+01,1.00E+02,1.00E+02,99.8
9.57E+01,9.55E+01,9.60E+01,9.61E+01,9.62E+01,95.9
